Region.Label,Area,Sample.Label,Effort,distance
Monte_Vista_NWR,0,1,128.75,0.06
Monte_Vista_NWR,0,1,128.75,0.07
Monte_Vista_NWR,0,1,128.75,0.04
Monte_Vista_NWR,0,1,128.75,0.01
Monte_Vista_NWR,0,1,128.75,0.37
Monte_Vista_NWR,0,1,128.75,0.36
Monte_Vista_NWR,0,1,128.75,0.51
Monte_Vista_NWR,0,1,128.75,0.45
Monte_Vista_NWR,0,1,128.75,0.32
Monte_Vista_NWR,0,1,128.75,0.61
Monte_Vista_NWR,0,1,128.75,0.61
Monte_Vista_NWR,0,1,128.75,0.66
Monte_Vista_NWR,0,1,128.75,0.69
Monte_Vista_NWR,0,1,128.75,1.02
Monte_Vista_NWR,0,1,128.75,1.15
Monte_Vista_NWR,0,1,128.75,1
Monte_Vista_NWR,0,1,128.75,1.03
Monte_Vista_NWR,0,1,128.75,1.05
Monte_Vista_NWR,0,1,128.75,1.41
Monte_Vista_NWR,0,1,128.75,1.4
Monte_Vista_NWR,0,1,128.75,1.69
Monte_Vista_NWR,0,1,128.75,1.61
Monte_Vista_NWR,0,1,128.75,2
Monte_Vista_NWR,0,1,128.75,1.97
Monte_Vista_NWR,0,1,128.75,1.95
Monte_Vista_NWR,0,1,128.75,2.13
Monte_Vista_NWR,0,1,128.75,2.27
Monte_Vista_NWR,0,2,128.75,0.28
Monte_Vista_NWR,0,2,128.75,0.23
Monte_Vista_NWR,0,2,128.75,0.1
Monte_Vista_NWR,0,2,128.75,0.38
Monte_Vista_NWR,0,2,128.75,0.59
Monte_Vista_NWR,0,2,128.75,0.86
Monte_Vista_NWR,0,2,128.75,0.86
Monte_Vista_NWR,0,2,128.75,0.89
Monte_Vista_NWR,0,2,128.75,0.82
Monte_Vista_NWR,0,2,128.75,0.76
Monte_Vista_NWR,0,2,128.75,1.19
Monte_Vista_NWR,0,2,128.75,1.05
Monte_Vista_NWR,0,2,128.75,0.94
Monte_Vista_NWR,0,2,128.75,0.94
Monte_Vista_NWR,0,2,128.75,1.27
Monte_Vista_NWR,0,2,128.75,1.23
Monte_Vista_NWR,0,2,128.75,1.41
Monte_Vista_NWR,0,2,128.75,1.39
Monte_Vista_NWR,0,2,128.75,1.31
Monte_Vista_NWR,0,2,128.75,1.74
Monte_Vista_NWR,0,2,128.75,2.21
Monte_Vista_NWR,0,2,128.75,2.29
Monte_Vista_NWR,0,2,128.75,2.19
Monte_Vista_NWR,0,2,128.75,2.38
Monte_Vista_NWR,0,2,128.75,2.22
Monte_Vista_NWR,0,3,128.75,0.2
Monte_Vista_NWR,0,3,128.75,0.1
Monte_Vista_NWR,0,3,128.75,0.06
Monte_Vista_NWR,0,3,128.75,0.21
Monte_Vista_NWR,0,3,128.75,0.13
Monte_Vista_NWR,0,3,128.75,0.23
Monte_Vista_NWR,0,3,128.75,0.33
Monte_Vista_NWR,0,3,128.75,0.39
Monte_Vista_NWR,0,3,128.75,0.35
Monte_Vista_NWR,0,3,128.75,0.44
Monte_Vista_NWR,0,3,128.75,0.42
Monte_Vista_NWR,0,3,128.75,0.38
Monte_Vista_NWR,0,3,128.75,0.74
Monte_Vista_NWR,0,3,128.75,0.66
Monte_Vista_NWR,0,3,128.75,0.68
Monte_Vista_NWR,0,3,128.75,0.8
Monte_Vista_NWR,0,3,128.75,0.7
Monte_Vista_NWR,0,3,128.75,0.76
Monte_Vista_NWR,0,3,128.75,0.89
Monte_Vista_NWR,0,3,128.75,1.07
Monte_Vista_NWR,0,3,128.75,0.96
Monte_Vista_NWR,0,3,128.75,0.98
Monte_Vista_NWR,0,3,128.75,0.92
Monte_Vista_NWR,0,3,128.75,1.26
Monte_Vista_NWR,0,3,128.75,1.47
Monte_Vista_NWR,0,3,128.75,1.31
Monte_Vista_NWR,0,3,128.75,1.22
Monte_Vista_NWR,0,3,128.75,1.67
Monte_Vista_NWR,0,3,128.75,1.81
Monte_Vista_NWR,0,3,128.75,2.33
Monte_Vista_NWR,0,3,128.75,2.23
Monte_Vista_NWR,0,3,128.75,2.14
Monte_Vista_NWR,0,4,128.75,0.17
Monte_Vista_NWR,0,4,128.75,0.19
Monte_Vista_NWR,0,4,128.75,0.25
Monte_Vista_NWR,0,4,128.75,0.03
Monte_Vista_NWR,0,4,128.75,0.13
Monte_Vista_NWR,0,4,128.75,0.18
Monte_Vista_NWR,0,4,128.75,0.57
Monte_Vista_NWR,0,4,128.75,0.53
Monte_Vista_NWR,0,4,128.75,0.51
Monte_Vista_NWR,0,4,128.75,0.52
Monte_Vista_NWR,0,4,128.75,0.42
Monte_Vista_NWR,0,4,128.75,0.55
Monte_Vista_NWR,0,4,128.75,0.63
Monte_Vista_NWR,0,4,128.75,0.89
Monte_Vista_NWR,0,4,128.75,0.75
Monte_Vista_NWR,0,4,128.75,0.77
Monte_Vista_NWR,0,4,128.75,0.76
Monte_Vista_NWR,0,4,128.75,0.88
Monte_Vista_NWR,0,4,128.75,1.09
Monte_Vista_NWR,0,4,128.75,1.09
Monte_Vista_NWR,0,4,128.75,1.21
Monte_Vista_NWR,0,4,128.75,1.4
Monte_Vista_NWR,0,4,128.75,1.58
Monte_Vista_NWR,0,4,128.75,1.61
Monte_Vista_NWR,0,4,128.75,1.64
Monte_Vista_NWR,0,4,128.75,1.66
Monte_Vista_NWR,0,4,128.75,1.65
Monte_Vista_NWR,0,4,128.75,1.95
Monte_Vista_NWR,0,4,128.75,1.91
Monte_Vista_NWR,0,4,128.75,2.3
Monte_Vista_NWR,0,4,128.75,2.11
Monte_Vista_NWR,0,4,128.75,2.18
Monte_Vista_NWR,0,5,128.75,0.06
Monte_Vista_NWR,0,5,128.75,0.13
Monte_Vista_NWR,0,5,128.75,0.12
Monte_Vista_NWR,0,5,128.75,0.49
Monte_Vista_NWR,0,5,128.75,0.48
Monte_Vista_NWR,0,5,128.75,0.54
Monte_Vista_NWR,0,5,128.75,0.46
Monte_Vista_NWR,0,5,128.75,0.35
Monte_Vista_NWR,0,5,128.75,0.53
Monte_Vista_NWR,0,5,128.75,0.74
Monte_Vista_NWR,0,5,128.75,1.07
Monte_Vista_NWR,0,5,128.75,1.1
Monte_Vista_NWR,0,5,128.75,1.02
Monte_Vista_NWR,0,5,128.75,1.34
Monte_Vista_NWR,0,5,128.75,1.4
Monte_Vista_NWR,0,5,128.75,1.29
Monte_Vista_NWR,0,5,128.75,1.43
Monte_Vista_NWR,0,5,128.75,1.37
Monte_Vista_NWR,0,5,128.75,1.38
Monte_Vista_NWR,0,5,128.75,1.23
Monte_Vista_NWR,0,5,128.75,1.69
Monte_Vista_NWR,0,5,128.75,1.68
Monte_Vista_NWR,0,5,128.75,1.7
Monte_Vista_NWR,0,5,128.75,1.61
Monte_Vista_NWR,0,5,128.75,1.56
Monte_Vista_NWR,0,5,128.75,1.86
Monte_Vista_NWR,0,5,128.75,1.83
Monte_Vista_NWR,0,6,128.75,0.1
Monte_Vista_NWR,0,6,128.75,0.08
Monte_Vista_NWR,0,6,128.75,0.03
Monte_Vista_NWR,0,6,128.75,0.18
Monte_Vista_NWR,0,6,128.75,0.24
Monte_Vista_NWR,0,6,128.75,0.42
Monte_Vista_NWR,0,6,128.75,0.52
Monte_Vista_NWR,0,6,128.75,0.41
Monte_Vista_NWR,0,6,128.75,0.34
Monte_Vista_NWR,0,6,128.75,0.63
Monte_Vista_NWR,0,6,128.75,0.71
Monte_Vista_NWR,0,6,128.75,0.75
Monte_Vista_NWR,0,6,128.75,0.75
Monte_Vista_NWR,0,6,128.75,0.97
Monte_Vista_NWR,0,6,128.75,1.08
Monte_Vista_NWR,0,6,128.75,1.12
Monte_Vista_NWR,0,6,128.75,1.31
Monte_Vista_NWR,0,6,128.75,1.33
Monte_Vista_NWR,0,6,128.75,1.4
Monte_Vista_NWR,0,6,128.75,1.22
Monte_Vista_NWR,0,6,128.75,1.71
Monte_Vista_NWR,0,6,128.75,1.59
Monte_Vista_NWR,0,6,128.75,1.58
Monte_Vista_NWR,0,6,128.75,2.05
Monte_Vista_NWR,0,6,128.75,1.91
Monte_Vista_NWR,0,6,128.75,1.84
Monte_Vista_NWR,0,6,128.75,1.99
Monte_Vista_NWR,0,6,128.75,2.32
Monte_Vista_NWR,0,6,128.75,2.36
Monte_Vista_NWR,0,6,128.75,2.24
Monte_Vista_NWR,0,6,128.75,2.12
Monte_Vista_NWR,0,7,128.75,0.07
Monte_Vista_NWR,0,7,128.75,0.27
Monte_Vista_NWR,0,7,128.75,0.09
Monte_Vista_NWR,0,7,128.75,0.05
Monte_Vista_NWR,0,7,128.75,0.03
Monte_Vista_NWR,0,7,128.75,0.24
Monte_Vista_NWR,0,7,128.75,0.44
Monte_Vista_NWR,0,7,128.75,0.32
Monte_Vista_NWR,0,7,128.75,0.42
Monte_Vista_NWR,0,7,128.75,0.33
Monte_Vista_NWR,0,7,128.75,0.73
Monte_Vista_NWR,0,7,128.75,0.78
Monte_Vista_NWR,0,7,128.75,0.79
Monte_Vista_NWR,0,7,128.75,0.62
Monte_Vista_NWR,0,7,128.75,0.74
Monte_Vista_NWR,0,7,128.75,0.87
Monte_Vista_NWR,0,7,128.75,0.67
Monte_Vista_NWR,0,7,128.75,1.17
Monte_Vista_NWR,0,7,128.75,1.08
Monte_Vista_NWR,0,7,128.75,1.49
Monte_Vista_NWR,0,7,128.75,1.42
Monte_Vista_NWR,0,7,128.75,1.34
Monte_Vista_NWR,0,7,128.75,1.68
Monte_Vista_NWR,0,7,128.75,1.58
Monte_Vista_NWR,0,7,128.75,1.67
Monte_Vista_NWR,0,7,128.75,1.94
Monte_Vista_NWR,0,7,128.75,2
Monte_Vista_NWR,0,7,128.75,2.09
Monte_Vista_NWR,0,7,128.75,2.37
Monte_Vista_NWR,0,7,128.75,2.16
Monte_Vista_NWR,0,8,128.75,0.08
Monte_Vista_NWR,0,8,128.75,0.16
Monte_Vista_NWR,0,8,128.75,0.21
Monte_Vista_NWR,0,8,128.75,0.09
Monte_Vista_NWR,0,8,128.75,0.51
Monte_Vista_NWR,0,8,128.75,0.56
Monte_Vista_NWR,0,8,128.75,0.75
Monte_Vista_NWR,0,8,128.75,0.62
Monte_Vista_NWR,0,8,128.75,1.1
Monte_Vista_NWR,0,8,128.75,1.17
Monte_Vista_NWR,0,8,128.75,1.16
Monte_Vista_NWR,0,8,128.75,1.12
Monte_Vista_NWR,0,8,128.75,1.43
Monte_Vista_NWR,0,8,128.75,1.42
Monte_Vista_NWR,0,8,128.75,1.71
Monte_Vista_NWR,0,8,128.75,1.71
Monte_Vista_NWR,0,8,128.75,1.64
Monte_Vista_NWR,0,8,128.75,1.66
Monte_Vista_NWR,0,8,128.75,1.82
Monte_Vista_NWR,0,8,128.75,2.08
Monte_Vista_NWR,0,8,128.75,1.88
Monte_Vista_NWR,0,8,128.75,2.17
Monte_Vista_NWR,0,8,128.75,2.35
Monte_Vista_NWR,0,8,128.75,2.39
Monte_Vista_NWR,0,9,128.75,0.05
Monte_Vista_NWR,0,9,128.75,0.03
Monte_Vista_NWR,0,9,128.75,0.51
Monte_Vista_NWR,0,9,128.75,0.38
Monte_Vista_NWR,0,9,128.75,0.58
Monte_Vista_NWR,0,9,128.75,0.45
Monte_Vista_NWR,0,9,128.75,0.32
Monte_Vista_NWR,0,9,128.75,0.72
Monte_Vista_NWR,0,9,128.75,1.08
Monte_Vista_NWR,0,9,128.75,1.13
Monte_Vista_NWR,0,9,128.75,1.12
Monte_Vista_NWR,0,9,128.75,1.18
Monte_Vista_NWR,0,9,128.75,1.01
Monte_Vista_NWR,0,9,128.75,1.05
Monte_Vista_NWR,0,9,128.75,1.38
Monte_Vista_NWR,0,9,128.75,1.39
Monte_Vista_NWR,0,9,128.75,1.25
Monte_Vista_NWR,0,9,128.75,1.31
Monte_Vista_NWR,0,9,128.75,1.68
Monte_Vista_NWR,0,9,128.75,1.73
Monte_Vista_NWR,0,9,128.75,1.81
Monte_Vista_NWR,0,9,128.75,1.98
Monte_Vista_NWR,0,9,128.75,1.95
Monte_Vista_NWR,0,9,128.75,2.09
Monte_Vista_NWR,0,9,128.75,2.15
Monte_Vista_NWR,0,9,128.75,2.27
Monte_Vista_NWR,0,10,128.75,0.19
Monte_Vista_NWR,0,10,128.75,0.23
Monte_Vista_NWR,0,10,128.75,0.25
Monte_Vista_NWR,0,10,128.75,0.31
Monte_Vista_NWR,0,10,128.75,0.68
Monte_Vista_NWR,0,10,128.75,1.02
Monte_Vista_NWR,0,10,128.75,0.97
Monte_Vista_NWR,0,10,128.75,1.15
Monte_Vista_NWR,0,10,128.75,0.91
Monte_Vista_NWR,0,10,128.75,1.41
Monte_Vista_NWR,0,10,128.75,1.21
Monte_Vista_NWR,0,10,128.75,1.42
Monte_Vista_NWR,0,10,128.75,1.7
Monte_Vista_NWR,0,10,128.75,1.66
Monte_Vista_NWR,0,10,128.75,1.61
Monte_Vista_NWR,0,10,128.75,1.89
Monte_Vista_NWR,0,10,128.75,2.16
Monte_Vista_NWR,0,11,128.75,0.17
Monte_Vista_NWR,0,11,128.75,0.48
Monte_Vista_NWR,0,11,128.75,0.59
Monte_Vista_NWR,0,11,128.75,0.58
Monte_Vista_NWR,0,11,128.75,0.59
Monte_Vista_NWR,0,11,128.75,0.63
Monte_Vista_NWR,0,11,128.75,0.85
Monte_Vista_NWR,0,11,128.75,0.64
Monte_Vista_NWR,0,11,128.75,0.67
Monte_Vista_NWR,0,11,128.75,1
Monte_Vista_NWR,0,11,128.75,1.41
Monte_Vista_NWR,0,11,128.75,1.38
Monte_Vista_NWR,0,11,128.75,1.26
Monte_Vista_NWR,0,11,128.75,1.35
Monte_Vista_NWR,0,11,128.75,1.78
Monte_Vista_NWR,0,11,128.75,1.55
Monte_Vista_NWR,0,11,128.75,1.58
Monte_Vista_NWR,0,11,128.75,1.73
Monte_Vista_NWR,0,11,128.75,1.72
Monte_Vista_NWR,0,11,128.75,1.86
Monte_Vista_NWR,0,11,128.75,2.06
Monte_Vista_NWR,0,11,128.75,2
Monte_Vista_NWR,0,11,128.75,2.32
Monte_Vista_NWR,0,11,128.75,2.2
Monte_Vista_NWR,0,11,128.75,2.25
Monte_Vista_NWR,0,12,128.75,0.27
Monte_Vista_NWR,0,12,128.75,0.31
Monte_Vista_NWR,0,12,128.75,0.77
Monte_Vista_NWR,0,12,128.75,0.83
Monte_Vista_NWR,0,12,128.75,0.72
Monte_Vista_NWR,0,12,128.75,0.64
Monte_Vista_NWR,0,12,128.75,1.02
Monte_Vista_NWR,0,12,128.75,1.51
Monte_Vista_NWR,0,12,128.75,1.76
Monte_Vista_NWR,0,12,128.75,1.69
Monte_Vista_NWR,0,12,128.75,2
Monte_Vista_NWR,0,12,128.75,1.91
Monte_Vista_NWR,0,12,128.75,1.94
Monte_Vista_NWR,0,12,128.75,2.07
Monte_Vista_NWR,0,12,128.75,1.93
Monte_Vista_NWR,0,12,128.75,1.9
Monte_Vista_NWR,0,12,128.75,1.88
Monte_Vista_NWR,0,12,128.75,2.27
Monte_Vista_NWR,0,12,128.75,2.25
Monte_Vista_NWR,0,12,128.75,2.36
Monte_Vista_NWR,0,13,128.75,0.21
Monte_Vista_NWR,0,13,128.75,0.26
Monte_Vista_NWR,0,13,128.75,0.05
Monte_Vista_NWR,0,13,128.75,0.53
Monte_Vista_NWR,0,13,128.75,0.34
Monte_Vista_NWR,0,13,128.75,0.82
Monte_Vista_NWR,0,13,128.75,0.61
Monte_Vista_NWR,0,13,128.75,0.79
Monte_Vista_NWR,0,13,128.75,0.86
Monte_Vista_NWR,0,13,128.75,0.77
Monte_Vista_NWR,0,13,128.75,0.69
Monte_Vista_NWR,0,13,128.75,0.74
Monte_Vista_NWR,0,13,128.75,0.85
Monte_Vista_NWR,0,13,128.75,1.71
Monte_Vista_NWR,0,13,128.75,1.68
Monte_Vista_NWR,0,13,128.75,1.64
Monte_Vista_NWR,0,13,128.75,1.85
Monte_Vista_NWR,0,13,128.75,1.98
Monte_Vista_NWR,0,13,128.75,1.88
Monte_Vista_NWR,0,13,128.75,2.11
Monte_Vista_NWR,0,13,128.75,2.18
Monte_Vista_NWR,0,13,128.75,2.4
Monte_Vista_NWR,0,14,128.75,0.07
Monte_Vista_NWR,0,14,128.75,0.04
Monte_Vista_NWR,0,14,128.75,0.45
Monte_Vista_NWR,0,14,128.75,0.49
Monte_Vista_NWR,0,14,128.75,0.54
Monte_Vista_NWR,0,14,128.75,0.57
Monte_Vista_NWR,0,14,128.75,0.41
Monte_Vista_NWR,0,14,128.75,0.53
Monte_Vista_NWR,0,14,128.75,0.54
Monte_Vista_NWR,0,14,128.75,0.4
Monte_Vista_NWR,0,14,128.75,0.66
Monte_Vista_NWR,0,14,128.75,0.86
Monte_Vista_NWR,0,14,128.75,1.16
Monte_Vista_NWR,0,14,128.75,1.18
Monte_Vista_NWR,0,14,128.75,1.05
Monte_Vista_NWR,0,14,128.75,0.96
Monte_Vista_NWR,0,14,128.75,0.91
Monte_Vista_NWR,0,14,128.75,1.35
Monte_Vista_NWR,0,14,128.75,1.4
Monte_Vista_NWR,0,14,128.75,1.46
Monte_Vista_NWR,0,14,128.75,1.3
Monte_Vista_NWR,0,14,128.75,1.29
Monte_Vista_NWR,0,14,128.75,1.68
Monte_Vista_NWR,0,14,128.75,1.81
Monte_Vista_NWR,0,14,128.75,2.35
Monte_Vista_NWR,0,14,128.75,2.29
Monte_Vista_NWR,0,15,128.75,0.27
Monte_Vista_NWR,0,15,128.75,0.09
Monte_Vista_NWR,0,15,128.75,0.2
Monte_Vista_NWR,0,15,128.75,0.21
Monte_Vista_NWR,0,15,128.75,0.35
Monte_Vista_NWR,0,15,128.75,0.57
Monte_Vista_NWR,0,15,128.75,0.48
Monte_Vista_NWR,0,15,128.75,0.47
Monte_Vista_NWR,0,15,128.75,0.69
Monte_Vista_NWR,0,15,128.75,0.7
Monte_Vista_NWR,0,15,128.75,0.67
Monte_Vista_NWR,0,15,128.75,0.68
Monte_Vista_NWR,0,15,128.75,0.97
Monte_Vista_NWR,0,15,128.75,0.96
Monte_Vista_NWR,0,15,128.75,0.98
Monte_Vista_NWR,0,15,128.75,1.14
Monte_Vista_NWR,0,15,128.75,0.92
Monte_Vista_NWR,0,15,128.75,1.02
Monte_Vista_NWR,0,15,128.75,1.37
Monte_Vista_NWR,0,15,128.75,1.43
Monte_Vista_NWR,0,15,128.75,1.4
Monte_Vista_NWR,0,15,128.75,1.22
Monte_Vista_NWR,0,15,128.75,1.26
Monte_Vista_NWR,0,15,128.75,1.44
Monte_Vista_NWR,0,15,128.75,1.54
Monte_Vista_NWR,0,15,128.75,1.67
Monte_Vista_NWR,0,15,128.75,2.07
Monte_Vista_NWR,0,15,128.75,1.86
Monte_Vista_NWR,0,15,128.75,1.95
Monte_Vista_NWR,0,15,128.75,2
Monte_Vista_NWR,0,15,128.75,2.05
Monte_Vista_NWR,0,15,128.75,2.12
Monte_Vista_NWR,0,16,128.75,0.28
Monte_Vista_NWR,0,16,128.75,0.12
Monte_Vista_NWR,0,16,128.75,1.02
Monte_Vista_NWR,0,16,128.75,1.1
Monte_Vista_NWR,0,16,128.75,1.04
Monte_Vista_NWR,0,16,128.75,1.22
Monte_Vista_NWR,0,16,128.75,1.39
Monte_Vista_NWR,0,16,128.75,1.28
Monte_Vista_NWR,0,16,128.75,1.23
Monte_Vista_NWR,0,16,128.75,1.26
Monte_Vista_NWR,0,16,128.75,1.39
Monte_Vista_NWR,0,16,128.75,1.48
Monte_Vista_NWR,0,16,128.75,1.39
Monte_Vista_NWR,0,16,128.75,1.7
Monte_Vista_NWR,0,16,128.75,1.9
Monte_Vista_NWR,0,16,128.75,1.99
Monte_Vista_NWR,0,16,128.75,1.87
Monte_Vista_NWR,0,16,128.75,2.31
Monte_Vista_NWR,0,16,128.75,2.27
Monte_Vista_NWR,0,17,128.75,0.22
Monte_Vista_NWR,0,17,128.75,0.18
Monte_Vista_NWR,0,17,128.75,0.22
Monte_Vista_NWR,0,17,128.75,0.26
Monte_Vista_NWR,0,17,128.75,0.36
Monte_Vista_NWR,0,17,128.75,0.59
Monte_Vista_NWR,0,17,128.75,0.34
Monte_Vista_NWR,0,17,128.75,0.36
Monte_Vista_NWR,0,17,128.75,0.86
Monte_Vista_NWR,0,17,128.75,0.69
Monte_Vista_NWR,0,17,128.75,0.67
Monte_Vista_NWR,0,17,128.75,0.98
Monte_Vista_NWR,0,17,128.75,0.97
Monte_Vista_NWR,0,17,128.75,1.06
Monte_Vista_NWR,0,17,128.75,1.19
Monte_Vista_NWR,0,17,128.75,1.14
Monte_Vista_NWR,0,17,128.75,1.45
Monte_Vista_NWR,0,17,128.75,1.35
Monte_Vista_NWR,0,17,128.75,1.32
Monte_Vista_NWR,0,17,128.75,1.48
Monte_Vista_NWR,0,17,128.75,1.78
Monte_Vista_NWR,0,17,128.75,1.69
Monte_Vista_NWR,0,17,128.75,1.62
Monte_Vista_NWR,0,17,128.75,1.55
Monte_Vista_NWR,0,17,128.75,1.66
Monte_Vista_NWR,0,17,128.75,1.71
Monte_Vista_NWR,0,17,128.75,2.05
Monte_Vista_NWR,0,17,128.75,2.06
Monte_Vista_NWR,0,17,128.75,2.38
Monte_Vista_NWR,0,17,128.75,2.17
Monte_Vista_NWR,0,17,128.75,2.38
Monte_Vista_NWR,0,18,128.75,0.24
Monte_Vista_NWR,0,18,128.75,0.06
Monte_Vista_NWR,0,18,128.75,0.23
Monte_Vista_NWR,0,18,128.75,0.23
Monte_Vista_NWR,0,18,128.75,0.13
Monte_Vista_NWR,0,18,128.75,0.28
Monte_Vista_NWR,0,18,128.75,0.37
Monte_Vista_NWR,0,18,128.75,0.39
Monte_Vista_NWR,0,18,128.75,0.32
Monte_Vista_NWR,0,18,128.75,0.47
Monte_Vista_NWR,0,18,128.75,0.36
Monte_Vista_NWR,0,18,128.75,0.44
Monte_Vista_NWR,0,18,128.75,0.84
Monte_Vista_NWR,0,18,128.75,0.74
Monte_Vista_NWR,0,18,128.75,0.66
Monte_Vista_NWR,0,18,128.75,0.85
Monte_Vista_NWR,0,18,128.75,1.31
Monte_Vista_NWR,0,18,128.75,1.43
Monte_Vista_NWR,0,18,128.75,1.33
Monte_Vista_NWR,0,18,128.75,1.39
Monte_Vista_NWR,0,18,128.75,1.3
Monte_Vista_NWR,0,18,128.75,1.36
Monte_Vista_NWR,0,18,128.75,1.75
Monte_Vista_NWR,0,18,128.75,1.72
Monte_Vista_NWR,0,18,128.75,2
Monte_Vista_NWR,0,18,128.75,2.19
Monte_Vista_NWR,0,18,128.75,2.38
Monte_Vista_NWR,0,18,128.75,2.27
Monte_Vista_NWR,0,18,128.75,2.37
Monte_Vista_NWR,0,19,128.75,0.23
Monte_Vista_NWR,0,19,128.75,0.26
Monte_Vista_NWR,0,19,128.75,0.28
Monte_Vista_NWR,0,19,128.75,0.03
Monte_Vista_NWR,0,19,128.75,0.33
Monte_Vista_NWR,0,19,128.75,0.49
Monte_Vista_NWR,0,19,128.75,0.7
Monte_Vista_NWR,0,19,128.75,0.61
Monte_Vista_NWR,0,19,128.75,0.76
Monte_Vista_NWR,0,19,128.75,0.7
Monte_Vista_NWR,0,19,128.75,0.86
Monte_Vista_NWR,0,19,128.75,1.14
Monte_Vista_NWR,0,19,128.75,1.05
Monte_Vista_NWR,0,19,128.75,1.01
Monte_Vista_NWR,0,19,128.75,1.31
Monte_Vista_NWR,0,19,128.75,1.49
Monte_Vista_NWR,0,19,128.75,1.37
Monte_Vista_NWR,0,19,128.75,1.29
Monte_Vista_NWR,0,19,128.75,1.31
Monte_Vista_NWR,0,19,128.75,1.52
Monte_Vista_NWR,0,19,128.75,1.61
Monte_Vista_NWR,0,19,128.75,1.51
Monte_Vista_NWR,0,19,128.75,1.76
Monte_Vista_NWR,0,19,128.75,1.63
Monte_Vista_NWR,0,19,128.75,1.84
Monte_Vista_NWR,0,19,128.75,2.29
Monte_Vista_NWR,0,19,128.75,2.27
Monte_Vista_NWR,0,20,128.75,0.19
Monte_Vista_NWR,0,20,128.75,0.23
Monte_Vista_NWR,0,20,128.75,0.27
Monte_Vista_NWR,0,20,128.75,0.08
Monte_Vista_NWR,0,20,128.75,0.19
Monte_Vista_NWR,0,20,128.75,0.55
Monte_Vista_NWR,0,20,128.75,0.62
Monte_Vista_NWR,0,20,128.75,0.71
Monte_Vista_NWR,0,20,128.75,0.73
Monte_Vista_NWR,0,20,128.75,0.76
Monte_Vista_NWR,0,20,128.75,0.85
Monte_Vista_NWR,0,20,128.75,0.84
Monte_Vista_NWR,0,20,128.75,0.71
Monte_Vista_NWR,0,20,128.75,1.06
Monte_Vista_NWR,0,20,128.75,1.18
Monte_Vista_NWR,0,20,128.75,1
Monte_Vista_NWR,0,20,128.75,0.94
Monte_Vista_NWR,0,20,128.75,1.05
Monte_Vista_NWR,0,20,128.75,1.31
Monte_Vista_NWR,0,20,128.75,1.38
Monte_Vista_NWR,0,20,128.75,1.27
Monte_Vista_NWR,0,20,128.75,1.21
Monte_Vista_NWR,0,20,128.75,1.51
Monte_Vista_NWR,0,20,128.75,1.84
Monte_Vista_NWR,0,20,128.75,1.92
Monte_Vista_NWR,0,20,128.75,1.94
Monte_Vista_NWR,0,20,128.75,2.18
Monte_Vista_NWR,0,20,128.75,2.26
Monte_Vista_NWR,0,20,128.75,2.36
Monte_Vista_NWR,0,20,128.75,2.32
Monte_Vista_NWR,0,20,128.75,2.38
Monte_Vista_NWR,0,20,128.75,2.13
